code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,click_total,final_result
AAA,2013J,2051699,F,"South West Region","Lower Than A Level",70-80%,35-55,N,0,60,1734,Pass
AAA,2013J,2062879,F,"East Anglian Region","A Level or Equivalent",60-70%,0-35,N,0,60,2386,Fail
AAA,2013J,2065691,M,"London Region","A Level or Equivalent",30-40%,35-55,Y,0,330,1430,Withdrawn
AAA,2013J,2073016,F,"London Region","Lower Than A Level",30-40%,35-55,N,0,60,1022,Withdrawn
AAA,2013J,2080474,F,"South Region","A Level or Equivalent",90-100%,35-55,N,0,60,1146,Pass
AAA,2013J,2083877,F,"West Midlands Region","A Level or Equivalent",0-10%,0-35,N,0,120,685,Pass
AAA,2013J,2084066,F,"South West Region","Lower Than A Level",50-60%,35-55,N,0,60,1967,Fail
AAA,2013J,2104505,M,"West Midlands Region","Lower Than A Level",0-10%,35-55,N,0,60,701,Pass
AAA,2013J,2122180,F,"North Western Region","Lower Than A Level",80-90%,35-55,N,0,60,4712,Distinction
AAA,2013J,2139353,M,"London Region","A Level or Equivalent",50-60%,35-55,N,0,120,2388,Withdrawn
AAA,2013J,2143752,F,"South Region","Lower Than A Level",70-80%,35-55,N,0,60,1888,Pass
AAA,2013J,2146792,M,"North Western Region","HE Qualification",20-30%,55<=,N,0,60,2385,Pass
AAA,2013J,2149225,M,Scotland,"A Level or Equivalent",70-80%,35-55,Y,0,60,319,Withdrawn
AAA,2013J,2153153,F,"Yorkshire Region","A Level or Equivalent",40-50%,0-35,N,0,60,3385,Pass
AAA,2013J,2155014,F,"West Midlands Region","Lower Than A Level",80-90%,0-35,Y,0,60,1454,Pass
AAA,2013J,2164705,F,"North Western Region","A Level or Equivalent",40-50%,0-35,N,0,120,231,Fail
AAA,2013J,2171627,F,"Yorkshire Region","A Level or Equivalent",30-40%,35-55,N,0,60,1346,Pass
AAA,2013J,2182846,F,"London Region","A Level or Equivalent",70-80%,35-55,N,0,60,4214,Pass
AAA,2013J,2194100,F,"East Anglian Region","A Level or Equivalent",50-60%,35-55,N,0,60,1401,Pass
AAA,2013J,2197016,F,"North Western Region","HE Qualification",30-40%,35-55,N,0,60,1455,Pass
AAA,2013J,2208424,M,Scotland,"A Level or Equivalent",20-30%,0-35,N,0,60,1080,Pass
AAA,2013J,2229865,F,"West Midlands Region","A Level or Equivalent",10-20%,35-55,N,0,60,3236,Pass
AAA,2013J,2255601,F,"South Region","A Level or Equivalent",80-90%,35-55,N,0,120,2543,Withdrawn
AAA,2013J,2268379,F,"East Midlands Region","A Level or Equivalent",20-30%,0-35,N,0,60,1685,Pass
AAA,2013J,2278464,M,"South Region","Lower Than A Level",30-40%,35-55,N,0,60,307,Pass
AAA,2013J,2293923,M,"South Region","A Level or Equivalent",90-100%,0-35,N,0,150,303,Pass
AAA,2013J,2312620,F,"East Midlands Region","HE Qualification",20-30%,35-55,N,0,60,1129,Withdrawn
AAA,2013J,2318055,M,Wales,"A Level or Equivalent",90-100%,35-55,N,0,60,1726,Withdrawn
AAA,2013J,2324976,F,Scotland,"HE Qualification",90-100%,35-55,N,0,60,0,Withdrawn
AAA,2013J,2329342,F,"East Anglian Region","Lower Than A Level",40-50%,35-55,N,0,120,565,Pass
AAA,2013J,2339528,F,"London Region","Lower Than A Level",40-50%,0-35,N,0,60,593,Distinction
AAA,2013J,2342426,M,"Yorkshire Region","Lower Than A Level",20-30%,35-55,N,0,60,1814,Fail
AAA,2013J,2344901,F,"Yorkshire Region","A Level or Equivalent",60-70%,0-35,N,0,60,445,Fail
AAA,2013J,2358056,F,"North Region","HE Qualification",,0-35,N,0,60,1588,Fail
AAA,2013J,2358969,F,"East Anglian Region","A Level or Equivalent",70-80%,0-35,N,0,180,2106,Withdrawn
AAA,2013J,2364471,F,Scotland,"HE Qualification",90-100%,0-35,Y,0,60,7182,Pass
AAA,2013J,2365101,M,"South East Region","HE Qualification",20-30%,0-35,N,0,300,0,Withdrawn
AAA,2013J,2367155,F,"East Anglian Region","A Level or Equivalent",80-90%,0-35,N,0,120,2148,Pass
AAA,2013J,2369266,F,"London Region","Lower Than A Level",70-80%,35-55,N,0,60,2146,Pass
AAA,2013J,2376496,F,"East Midlands Region","A Level or Equivalent",20-30%,0-35,N,0,120,749,Pass
AAA,2013J,2391984,M,"South Region","A Level or Equivalent",90-100%,0-35,N,0,60,818,Withdrawn
AAA,2013J,2411661,F,"South Region","A Level or Equivalent",80-90%,0-35,N,0,120,574,Fail
AAA,2013J,2411778,M,Scotland,"HE Qualification",20-30%,0-35,N,0,120,1497,Withdrawn
AAA,2013J,2412002,M,"South West Region","Lower Than A Level",50-60%,35-55,N,0,90,3344,Distinction
AAA,2013J,2412967,F,"South Region","A Level or Equivalent",80-90%,35-55,N,0,60,2458,Pass
AAA,2013J,2429854,M,"London Region","A Level or Equivalent",10-20%,35-55,Y,0,120,953,Withdrawn
AAA,2013J,2437837,F,"North Region","A Level or Equivalent",30-40%,0-35,N,0,60,2684,Pass
AAA,2013J,2449878,F,"East Midlands Region","A Level or Equivalent",30-40%,0-35,N,0,60,622,Pass
AAA,2013J,2456480,M,Scotland,"Lower Than A Level",80-90%,35-55,N,0,120,183,Fail
AAA,2013J,2457256,M,"South Region","Lower Than A Level",80-90%,35-55,N,0,180,1611,Pass
AAA,2013J,2458355,M,"London Region","Lower Than A Level",80-90%,35-55,N,0,60,4187,Pass
AAA,2013J,2460080,M,Scotland,"HE Qualification",90-100%,55<=,N,0,60,3424,Pass
AAA,2013J,2461190,M,"South Region","HE Qualification",70-80%,55<=,N,0,60,967,Fail
AAA,2013J,2469673,F,"Yorkshire Region","Lower Than A Level",20-30%,35-55,N,0,60,523,Fail
AAA,2013J,2470694,F,Scotland,"HE Qualification",50-60%,55<=,N,0,60,3115,Withdrawn
AAA,2013J,2479954,M,"North Western Region","A Level or Equivalent",40-50%,0-35,N,0,60,323,Pass
AAA,2013J,2481901,M,Wales,"Lower Than A Level",80-90%,35-55,N,0,60,1949,Pass
AAA,2013J,2482700,M,"South Region","Lower Than A Level",90-100%,0-35,N,0,120,1616,Pass
AAA,2013J,2486127,F,"East Anglian Region","HE Qualification",90-100%,0-35,N,0,120,1690,Pass
AAA,2013J,2498700,F,"North Western Region","Lower Than A Level",40-50%,0-35,N,0,240,2864,Pass
AAA,2013J,2516503,M,"South East Region","HE Qualification",40-50%,35-55,N,0,60,3070,Pass
AAA,2013J,2518069,M,"East Midlands Region","A Level or Equivalent",90-100%,0-35,N,0,60,1617,Pass
AAA,2013J,2521459,F,"London Region","Lower Than A Level",10-20%,0-35,N,0,60,1078,Pass
AAA,2013J,2523736,M,"North Western Region","A Level or Equivalent",20-30%,55<=,N,0,120,470,Pass
AAA,2013J,2529279,F,"North Western Region","HE Qualification",60-70%,35-55,N,0,60,1189,Pass
AAA,2013J,2532302,F,"East Anglian Region","A Level or Equivalent",80-90%,0-35,N,0,60,1216,Pass
AAA,2013J,2536991,M,"South Region","HE Qualification",90-100%,55<=,N,0,60,1080,Distinction
AAA,2013J,2542724,F,"West Midlands Region","Lower Than A Level",40-50%,0-35,N,0,60,228,Withdrawn
AAA,2013J,2550279,F,"North Region","HE Qualification",,35-55,N,0,60,2809,Pass
AAA,2013J,2551220,F,"South Region","Lower Than A Level",90-100%,0-35,N,0,60,1327,Pass
AAA,2013J,2552472,F,"South Region","HE Qualification",80-90%,35-55,N,0,120,519,Withdrawn
AAA,2013J,2555340,F,"South Region","HE Qualification",90-100%,35-55,N,0,60,4441,Pass
AAA,2013J,2557283,M,"Yorkshire Region","HE Qualification",80-90%,55<=,N,0,60,7262,Pass
AAA,2013J,2559575,M,"South West Region","Lower Than A Level",30-40%,0-35,N,0,60,650,Pass
AAA,2013J,2562034,M,"East Anglian Region","A Level or Equivalent",70-80%,0-35,N,0,60,248,Pass
AAA,2013J,2566163,F,"South Region","A Level or Equivalent",80-90%,0-35,N,0,60,1591,Pass
AAA,2013J,2566592,F,"South Region","A Level or Equivalent",90-100%,35-55,N,0,60,1359,Pass
AAA,2013J,2569324,M,"South Region","A Level or Equivalent",90-100%,0-35,N,0,120,493,Withdrawn
AAA,2013J,2574528,M,Ireland,"HE Qualification",,35-55,N,0,60,988,Pass
AAA,2013J,2574583,M,"Yorkshire Region","Lower Than A Level",70-80%,35-55,N,0,60,1890,Pass
AAA,2013J,2576122,M,"North Western Region","A Level or Equivalent",70-80%,0-35,N,0,60,261,Withdrawn
AAA,2013J,2578995,F,"West Midlands Region","A Level or Equivalent",10-20%,0-35,Y,0,60,1326,Pass
AAA,2013J,2586560,F,"East Anglian Region","Lower Than A Level",80-90%,35-55,N,0,60,2905,Pass
AAA,2013J,2594139,F,"South West Region","A Level or Equivalent",50-60%,0-35,N,0,60,1868,Pass
AAA,2013J,2598871,F,"East Anglian Region","A Level or Equivalent",80-90%,35-55,N,0,60,2049,Pass
AAA,2013J,2599352,F,Scotland,"A Level or Equivalent",30-40%,0-35,N,0,120,1160,Pass
AAA,2013J,2600688,M,"West Midlands Region","A Level or Equivalent",20-30%,0-35,N,0,60,582,Pass
AAA,2013J,2606098,F,"East Midlands Region","A Level or Equivalent",90-100%,0-35,N,0,60,491,Pass
AAA,2013J,2613116,F,"London Region","Lower Than A Level",10-20%,35-55,N,0,60,1181,Pass
AAA,2013J,2617002,F,"Yorkshire Region","A Level or Equivalent",80-90%,0-35,N,0,60,1473,Pass
AAA,2013J,2620584,M,"West Midlands Region","A Level or Equivalent",40-50%,0-35,Y,0,60,92,Fail
AAA,2013J,2639449,M,"East Midlands Region","A Level or Equivalent",10-20%,0-35,N,0,120,797,Pass
AAA,2013J,2639540,F,"North Western Region","A Level or Equivalent",90-100%,35-55,N,0,60,1964,Pass
AAA,2013J,2639641,M,"South East Region","Lower Than A Level",30-40%,35-55,N,0,120,2042,Pass
AAA,2013J,2641155,M,"East Midlands Region","Lower Than A Level",50-60%,35-55,N,0,60,4109,Pass
AAA,2013J,2643002,F,"South West Region","A Level or Equivalent",80-90%,35-55,N,0,60,2434,Pass
AAA,2013J,2645733,F,"South West Region","A Level or Equivalent",40-50%,0-35,N,0,180,1596,Pass
AAA,2013J,2649826,M,"East Anglian Region","Lower Than A Level",60-70%,35-55,N,0,60,5974,Distinction
AAA,2013J,2650282,M,"London Region","A Level or Equivalent",0-10%,35-55,N,0,60,641,Pass
AAA,2013J,2664024,M,"South East Region","HE Qualification",90-100%,35-55,N,0,60,808,Pass
AAA,2013J,2666246,M,"North Western Region","A Level or Equivalent",90-100%,0-35,N,0,60,612,Pass
AAA,2013J,2669816,M,"Yorkshire Region","A Level or Equivalent",90-100%,0-35,N,0,60,280,Fail
AAA,2013J,2671132,M,"London Region","HE Qualification",20-30%,55<=,N,0,60,3720,Pass
AAA,2013J,2676809,F,"North Region","HE Qualification",10-20%,0-35,N,0,150,309,Fail
AAA,2013J,2678643,F,"South Region","A Level or Equivalent",80-90%,0-35,N,0,60,2287,Pass
AAA,2013J,2685865,F,"East Midlands Region","Lower Than A Level",30-40%,0-35,N,0,60,2815,Pass
AAA,2013J,2688067,M,"East Anglian Region","A Level or Equivalent",10-20%,0-35,N,0,60,289,Pass
AAA,2013J,2689958,M,"East Anglian Region","A Level or Equivalent",40-50%,35-55,N,0,60,3929,Distinction
AAA,2013J,2691206,F,"West Midlands Region","A Level or Equivalent",50-60%,0-35,N,0,60,2297,Distinction
AAA,2013J,2691244,M,"South Region","A Level or Equivalent",40-50%,35-55,N,0,180,472,Pass
AAA,2013J,2694424,M,"East Anglian Region","A Level or Equivalent",70-80%,35-55,N,0,120,4218,Pass
AAA,2013J,2698257,M,"East Midlands Region","Lower Than A Level",60-70%,0-35,N,0,120,758,Pass
AAA,2014J,6516,M,Scotland,"HE Qualification",80-90%,55<=,N,0,60,2791,Pass
AAA,2014J,24734,F,"South Region","Lower Than A Level",60-70%,0-35,N,0,60,499,Pass
AAA,2014J,26192,F,"East Anglian Region","A Level or Equivalent",60-70%,35-55,N,0,60,2223,Distinction
AAA,2014J,28061,M,"Yorkshire Region","Lower Than A Level",40-50%,35-55,N,0,60,1590,Pass
AAA,2014J,31600,F,"South West Region","A Level or Equivalent",40-50%,0-35,N,0,60,429,Pass
AAA,2014J,46844,M,"North Region","HE Qualification",30-40%,35-55,N,0,60,340,Pass
AAA,2014J,52765,F,"Yorkshire Region","Lower Than A Level",0-10%,35-55,N,0,120,4938,Pass
AAA,2014J,55104,F,"West Midlands Region","A Level or Equivalent",60-70%,0-35,N,0,60,1480,Pass
AAA,2014J,58071,M,"East Anglian Region","HE Qualification",90-100%,55<=,N,0,60,3648,Pass
AAA,2014J,58316,F,Wales,"A Level or Equivalent",70-80%,0-35,N,0,120,1295,Pass
AAA,2014J,62487,F,"East Midlands Region","A Level or Equivalent",10-20%,0-35,N,0,60,683,Pass
AAA,2014J,63165,M,"South East Region","A Level or Equivalent",80-90%,35-55,N,0,60,912,Pass
AAA,2014J,70011,F,Scotland,"HE Qualification",40-50%,0-35,N,0,60,6396,Pass
AAA,2014J,75255,M,"North Western Region","A Level or Equivalent",40-50%,0-35,N,0,120,950,Pass
AAA,2014J,79403,M,"South Region","Lower Than A Level",80-90%,35-55,N,0,60,1782,Withdrawn
AAA,2014J,85092,F,"South West Region","Lower Than A Level",30-40%,0-35,N,0,60,665,Pass
AAA,2014J,85144,M,Scotland,"A Level or Equivalent",50-60%,35-55,N,0,60,656,Pass
AAA,2014J,85302,M,"London Region","Lower Than A Level",80-90%,35-55,N,0,60,2280,Pass
AAA,2014J,87431,M,"South East Region","Lower Than A Level",10-20%,35-55,N,0,60,802,Withdrawn
AAA,2014J,95755,M,"South East Region","Lower Than A Level",90-100%,0-35,N,0,60,381,Withdrawn
AAA,2014J,101116,F,"East Anglian Region","Lower Than A Level",60-70%,35-55,N,0,60,1769,Pass
AAA,2014J,107489,F,"London Region","HE Qualification",20-30%,0-35,N,0,60,3722,Pass
AAA,2014J,108872,M,"London Region","HE Qualification",80-90%,55<=,N,0,60,1377,Pass
AAA,2014J,109155,F,"South Region","HE Qualification",90-100%,0-35,N,0,60,3019,Pass
AAA,2014J,111512,M,Wales,"A Level or Equivalent",40-50%,0-35,N,0,60,439,Fail
AAA,2014J,117818,F,"London Region","A Level or Equivalent",40-50%,35-55,N,0,60,1695,Pass
AAA,2014J,119902,F,"South West Region","A Level or Equivalent",60-70%,35-55,N,0,60,2590,Withdrawn
AAA,2014J,121349,F,"South West Region","A Level or Equivalent",40-50%,35-55,N,1,60,2259,Pass
AAA,2014J,124064,F,"South East Region","A Level or Equivalent",60-70%,0-35,N,0,120,2042,Distinction
AAA,2014J,125018,M,"South Region","HE Qualification",70-80%,35-55,N,0,60,2195,Pass
AAA,2014J,130034,F,"East Anglian Region","A Level or Equivalent",60-70%,35-55,N,0,60,1831,Pass
AAA,2014J,130547,F,"South Region","A Level or Equivalent",70-80%,35-55,N,0,60,1252,Pass
AAA,2014J,130636,M,"South East Region","A Level or Equivalent",10-20%,0-35,N,0,60,332,Pass
AAA,2014J,131390,M,"East Anglian Region","A Level or Equivalent",90-100%,35-55,N,0,60,157,Pass
AAA,2014J,133816,F,"South Region","A Level or Equivalent",70-80%,35-55,N,0,60,4000,Pass
AAA,2014J,133922,M,"North Region","Lower Than A Level",0-10%,0-35,N,0,60,574,Pass
AAA,2014J,135471,M,"East Anglian Region","Lower Than A Level",90-100%,35-55,N,0,60,2291,Distinction
AAA,2014J,139033,M,"South East Region","A Level or Equivalent",90-100%,35-55,N,0,60,790,Fail
AAA,2014J,141506,M,Scotland,"A Level or Equivalent",20-30%,35-55,N,0,60,415,Fail
AAA,2014J,146503,M,"East Anglian Region","Lower Than A Level",30-40%,35-55,Y,0,120,368,Pass
AAA,2014J,149741,F,Scotland,"A Level or Equivalent",20-30%,35-55,N,0,60,2342,Pass
AAA,2014J,149962,M,"West Midlands Region","A Level or Equivalent",60-70%,0-35,N,0,60,141,Pass
AAA,2014J,151587,F,Wales,"A Level or Equivalent",0-10%,0-35,N,0,120,166,Withdrawn
AAA,2014J,152668,F,"South Region","Lower Than A Level",90-100%,0-35,N,0,60,765,Withdrawn
AAA,2014J,158707,F,"South East Region","A Level or Equivalent",80-90%,0-35,N,0,60,4746,Withdrawn
AAA,2014J,164944,F,"East Anglian Region","A Level or Equivalent",40-50%,0-35,Y,0,60,1300,Pass
AAA,2014J,165226,F,Wales,"A Level or Equivalent",30-40%,0-35,N,0,60,1062,Fail
AAA,2014J,167961,M,"South West Region","HE Qualification",70-80%,55<=,N,0,60,2129,Pass
AAA,2014J,174024,M,"North Region","A Level or Equivalent",10-20%,35-55,N,0,60,812,Pass
AAA,2014J,174094,F,"South East Region","Lower Than A Level",30-40%,35-55,Y,0,60,4841,Pass
AAA,2014J,174745,F,"East Midlands Region","A Level or Equivalent",70-80%,35-55,N,0,60,1610,Pass
AAA,2014J,175447,M,"London Region","A Level or Equivalent",50-60%,35-55,N,0,60,3779,Pass
AAA,2014J,175772,F,"East Anglian Region","HE Qualification",90-100%,35-55,N,0,270,3018,Withdrawn
AAA,2014J,183057,M,Wales,"Lower Than A Level",90-100%,0-35,N,0,60,833,Pass
AAA,2014J,185350,M,"Yorkshire Region","Lower Than A Level",10-20%,35-55,N,0,60,236,Fail
AAA,2014J,199636,M,"East Anglian Region","A Level or Equivalent",30-40%,35-55,N,0,60,1836,Pass
AAA,2014J,199897,M,"East Midlands Region","HE Qualification",10-20%,35-55,N,0,60,2135,Pass
AAA,2014J,200804,M,"South Region","A Level or Equivalent",90-100%,0-35,N,0,60,930,Pass
AAA,2014J,205494,M,"South West Region","HE Qualification",30-40%,35-55,N,0,60,1114,Pass
AAA,2014J,228021,M,Scotland,"A Level or Equivalent",40-50%,35-55,N,0,60,4028,Distinction
AAA,2014J,228383,M,"Yorkshire Region","HE Qualification",50-60%,0-35,N,0,60,2386,Pass
AAA,2014J,232307,M,"South Region","Lower Than A Level",50-60%,35-55,N,0,60,702,Pass
AAA,2014J,235068,F,"East Midlands Region","Lower Than A Level",30-40%,35-55,N,0,60,2811,Pass
AAA,2014J,236875,M,"West Midlands Region","A Level or Equivalent",40-50%,0-35,N,0,60,201,Pass
AAA,2014J,237274,M,"Yorkshire Region","A Level or Equivalent",10-20%,0-35,N,0,60,2025,Pass
AAA,2014J,243510,F,"South West Region","Lower Than A Level",60-70%,0-35,N,0,60,549,Fail
AAA,2014J,244246,F,"South East Region","A Level or Equivalent",60-70%,0-35,N,0,60,1365,Pass
AAA,2014J,248581,F,"West Midlands Region","A Level or Equivalent",40-50%,0-35,N,0,60,2883,Distinction
AAA,2014J,252073,F,"Yorkshire Region","A Level or Equivalent",30-40%,35-55,N,0,120,865,Pass
AAA,2014J,254625,M,Wales,"A Level or Equivalent",20-30%,35-55,N,0,60,1987,Distinction
AAA,2014J,258587,M,"South West Region","A Level or Equivalent",10-20%,35-55,N,0,60,6609,Distinction
AAA,2014J,260623,M,"South East Region","Lower Than A Level",40-50%,0-35,N,0,60,1178,Pass
AAA,2014J,263251,M,"East Anglian Region","A Level or Equivalent",40-50%,35-55,N,0,60,2485,Pass
AAA,2014J,263543,M,"East Anglian Region","Lower Than A Level",90-100%,35-55,N,0,60,1594,Pass
AAA,2014J,263952,M,"North Region","Lower Than A Level",,35-55,N,0,60,1444,Distinction
AAA,2014J,266524,F,"South Region","A Level or Equivalent",30-40%,0-35,N,0,240,359,Pass
AAA,2014J,273346,M,"East Midlands Region","Lower Than A Level",70-80%,35-55,N,0,60,2080,Pass
AAA,2014J,274947,M,"East Anglian Region","Lower Than A Level",40-50%,0-35,N,0,120,251,Withdrawn
AAA,2014J,275674,F,"London Region","A Level or Equivalent",20-30%,0-35,N,0,60,2090,Withdrawn
AAA,2014J,275792,F,"East Anglian Region","HE Qualification",50-60%,0-35,N,0,60,605,Pass
AAA,2014J,277123,F,"East Midlands Region","A Level or Equivalent",70-80%,35-55,N,0,60,537,Fail
AAA,2014J,281077,F,"East Anglian Region","HE Qualification",50-60%,0-35,N,0,60,895,Pass
AAA,2014J,281636,F,"West Midlands Region","A Level or Equivalent",20-30%,0-35,N,0,60,2682,Pass
AAA,2014J,285315,M,"East Anglian Region","HE Qualification",70-80%,0-35,N,0,60,1157,Pass
AAA,2014J,287040,F,"East Anglian Region","A Level or Equivalent",40-50%,35-55,N,0,90,2267,Pass
AAA,2014J,287204,M,Scotland,"A Level or Equivalent",0-10%,0-35,N,0,60,1845,Pass
AAA,2014J,287210,M,Scotland,"A Level or Equivalent",70-80%,35-55,N,0,60,3275,Pass
AAA,2014J,288994,M,Scotland,"A Level or Equivalent",30-40%,0-35,N,0,120,134,Fail
AAA,2014J,289449,M,"East Midlands Region","HE Qualification",90-100%,35-55,N,0,60,1336,Pass
AAA,2014J,290164,F,Scotland,"HE Qualification",30-40%,35-55,N,0,60,5805,Pass
AAA,2014J,292525,M,"South Region","A Level or Equivalent",70-80%,0-35,N,0,60,311,Pass
AAA,2014J,292775,M,"South East Region","A Level or Equivalent",40-50%,0-35,N,0,60,1859,Pass
AAA,2014J,293824,F,"South West Region","A Level or Equivalent",50-60%,35-55,N,0,60,7901,Pass
AAA,2014J,294496,M,"North Western Region","A Level or Equivalent",10-20%,35-55,Y,0,60,1422,Pass
AAA,2014J,294655,M,Wales,"A Level or Equivalent",70-80%,35-55,N,0,60,2219,Fail
AAA,2014J,295060,M,"East Anglian Region","A Level or Equivalent",70-80%,0-35,N,0,60,1097,Fail
AAA,2014J,295075,M,"South Region","HE Qualification",70-80%,55<=,N,0,60,1642,Pass
AAA,2014J,296424,M,Scotland,"A Level or Equivalent",30-40%,35-55,N,0,60,1695,Pass
AAA,2014J,298034,M,Scotland,"A Level or Equivalent",70-80%,35-55,N,0,120,1681,Fail
AAA,2014J,298838,F,"Yorkshire Region","A Level or Equivalent",70-80%,0-35,N,0,60,1604,Pass
AAA,2014J,301967,M,"South West Region","A Level or Equivalent",20-30%,0-35,N,0,60,193,Pass
AAA,2014J,302476,M,"South East Region","A Level or Equivalent",70-80%,0-35,N,0,60,1766,Distinction
AAA,2014J,303521,F,Ireland,"A Level or Equivalent",20-30%,35-55,N,0,60,7163,Pass
AAA,2014J,303985,F,Scotland,"HE Qualification",70-80%,0-35,N,1,60,381,Pass
AAA,2014J,304465,F,"West Midlands Region","A Level or Equivalent",50-60%,0-35,N,0,60,3553,Pass
AAA,2014J,306646,M,"South Region","A Level or Equivalent",80-90%,0-35,N,0,60,144,Pass
AAA,2014J,309142,F,"South Region","A Level or Equivalent",90-100%,35-55,N,0,60,560,Pass
AAA,2014J,310412,F,"London Region","A Level or Equivalent",40-50%,35-55,N,0,60,2339,Pass
AAA,2014J,311235,M,"South West Region","A Level or Equivalent",50-60%,35-55,N,0,60,1168,Pass
AAA,2014J,311659,M,"East Anglian Region","A Level or Equivalent",70-80%,0-35,N,0,120,112,Fail
AAA,2014J,313937,M,Scotland,"HE Qualification",80-90%,35-55,N,0,60,6965,Pass
AAA,2014J,315076,M,"Yorkshire Region","A Level or Equivalent",0-10%,0-35,N,0,60,1435,Pass
AAA,2014J,315744,M,Scotland,"A Level or Equivalent",90-100%,35-55,N,0,60,4574,Distinction
AAA,2014J,323370,F,"West Midlands Region","A Level or Equivalent",30-40%,0-35,N,0,120,2141,Pass
AAA,2014J,323805,F,"West Midlands Region","A Level or Equivalent",20-30%,0-35,N,0,180,0,Withdrawn
AAA,2014J,328024,M,"Yorkshire Region","A Level or Equivalent",10-20%,35-55,N,0,60,2444,Pass
AAA,2014J,328734,F,"East Anglian Region","A Level or Equivalent",80-90%,0-35,N,0,180,0,Withdrawn
AAA,2014J,329659,F,"East Anglian Region","A Level or Equivalent",30-40%,0-35,Y,0,60,487,Fail
AAA,2014J,330594,M,"South West Region","Lower Than A Level",50-60%,0-35,N,0,60,1043,Pass
AAA,2014J,332884,M,Wales,"A Level or Equivalent",60-70%,0-35,N,0,60,1648,Pass
AAA,2014J,334441,M,"London Region","HE Qualification",60-70%,0-35,N,0,60,283,Fail
AAA,2014J,335247,M,"South West Region","A Level or Equivalent",80-90%,0-35,N,0,60,604,Pass
AAA,2014J,337748,F,"Yorkshire Region","A Level or Equivalent",30-40%,0-35,N,0,120,93,Withdrawn
AAA,2014J,338407,M,"East Midlands Region","A Level or Equivalent",60-70%,35-55,N,0,60,270,Pass
AAA,2014J,341876,M,"East Anglian Region","HE Qualification",10-20%,0-35,N,0,120,1784,Withdrawn
AAA,2014J,345440,M,"South Region","HE Qualification",90-100%,0-35,N,0,60,165,Pass
AAA,2014J,345519,F,"North Region","A Level or Equivalent",,0-35,N,0,60,1141,Pass
AAA,2014J,346118,F,"East Anglian Region","A Level or Equivalent",20-30%,35-55,N,0,120,700,Pass
AAA,2014J,348275,M,Scotland,"HE Qualification",40-50%,35-55,N,0,120,545,Withdrawn
AAA,2014J,348807,M,"East Midlands Region","A Level or Equivalent",80-90%,35-55,N,0,60,425,Pass
AAA,2014J,350156,M,"South West Region","A Level or Equivalent",30-40%,0-35,N,0,120,560,Pass
AAA,2014J,350939,M,"East Anglian Region","Lower Than A Level",80-90%,0-35,N,0,60,1427,Pass
AAA,2014J,351336,F,"East Midlands Region","A Level or Equivalent",10-20%,0-35,N,0,60,944,Pass
AAA,2014J,353665,M,"South Region","A Level or Equivalent",70-80%,35-55,N,0,60,398,Pass
AAA,2014J,354170,F,Wales,"A Level or Equivalent",0-10%,0-35,N,0,60,945,Fail
AAA,2014J,356170,M,"North Western Region","HE Qualification",30-40%,0-35,N,0,60,768,Pass
AAA,2014J,358182,M,"South Region","Lower Than A Level",80-90%,0-35,N,0,120,1901,Pass
AAA,2014J,364957,F,"East Anglian Region","HE Qualification",70-80%,35-55,N,0,60,1638,Pass
AAA,2014J,369834,M,"West Midlands Region","A Level or Equivalent",60-70%,0-35,N,0,60,1265,Withdrawn
AAA,2014J,371710,M,Scotland,"HE Qualification",10-20%,0-35,N,0,60,2960,Pass
AAA,2014J,373872,F,"South Region","A Level or Equivalent",40-50%,0-35,N,0,60,1528,Pass
AAA,2014J,375260,M,Ireland,"HE Qualification",,0-35,N,0,60,829,Pass
AAA,2014J,375646,M,"London Region","A Level or Equivalent",40-50%,0-35,N,0,120,606,Pass
AAA,2014J,377546,M,"East Anglian Region","A Level or Equivalent",50-60%,0-35,Y,0,120,1660,Distinction
AAA,2014J,381642,F,"North Western Region","A Level or Equivalent",20-30%,0-35,N,0,60,1290,Withdrawn
AAA,2014J,382095,M,"South Region","Lower Than A Level",50-60%,0-35,N,0,60,2392,Pass
AAA,2014J,383180,F,"South Region","A Level or Equivalent",70-80%,0-35,N,0,60,657,Withdrawn
AAA,2014J,383600,M,Scotland,"A Level or Equivalent",70-80%,0-35,N,0,60,725,Pass
AAA,2014J,383723,M,"East Anglian Region","HE Qualification",90-100%,55<=,N,0,60,7532,Pass
AAA,2014J,384203,M,Scotland,"HE Qualification",20-30%,0-35,N,0,120,5184,Pass
AAA,2014J,384725,F,"East Anglian Region","Lower Than A Level",90-100%,35-55,N,0,60,4677,Pass
AAA,2014J,387533,M,Scotland,"HE Qualification",50-60%,35-55,N,0,60,1096,Fail
AAA,2014J,387954,F,"South Region","A Level or Equivalent",60-70%,35-55,N,0,60,532,Withdrawn
AAA,2014J,388147,F,"South West Region","A Level or Equivalent",10-20%,35-55,N,0,300,441,Fail
AAA,2014J,391249,M,"South Region","HE Qualification",90-100%,35-55,N,0,60,2648,Distinction
AAA,2014J,396599,F,"South Region","Lower Than A Level",60-70%,0-35,Y,0,120,1039,Fail
AAA,2014J,396655,F,"South Region","Lower Than A Level",40-50%,0-35,Y,0,180,462,Fail
AAA,2014J,398171,F,"South West Region","A Level or Equivalent",70-80%,0-35,N,0,120,1337,Pass
